Area,Activity,Sex ,Age,Injury,Fatal (Y/N),Time,Species 
774,1190,0,20,1393,N,284,937
263,1153,3,10,2194,N,151,1268
263,1153,1,16,3157,N,103,1268
263,1190,1,80,1736,N,255,1268
263,1153,1,80,3140,N,265,1268
263,1153,1,29,1635,N,90,1268
263,1153,1,24,3032,N,37,1268
263,173,0,73,3027,N,226,378
315,1045,3,80,2254,N,103,1174
263,1280,0,49,2999,N,195,378
335,982,1,46,2826,N,284,925
806,1153,1,26,1792,N,172,1268
570,1190,1,9,670,Y,255,1268
55,1431,1,23,1701,N,284,1268
806,417,3,80,2768,N,103,434
263,580,1,49,1712,N,184,826
620,1153,1,31,3190,N,206,667
757,1045,1,80,3480,N,284,820
158,1153,1,8,2850,N,21,1268
681,1153,1,40,1790,N,158,1286
315,1153,1,36,1865,N,196,1268
438,160,1,43,1619,N,172,1147
508,1409,1,3,3419,UNKNOWN,94,1063
755,1153,1,13,670,Y,195,1268
754,1190,1,15,2980,UNKNOWN,284,1268
150,1153,0,14,1598,UNKNOWN,284,1039
806,1153,1,15,670,Y,52,1435
508,1190,0,35,1730,N,208,1268
250,1045,1,80,1756,N,284,1268
780,939,0,34,573,UNKNOWN,163,1268
158,735,1,45,2666,N,43,202
808,1153,1,20,1797,N,195,206
763,1190,3,54,2065,UNKNOWN,284,872
263,1190,1,53,3601,N,230,1515
263,1153,1,17,2338,N,163,1268
315,1015,0,7,1497,N,60,1506
734,1153,1,80,1440,N,284,1268
263,1190,1,3,2184,N,195,1268
806,1150,1,56,2831,N,29,340
682,1109,1,7,1484,UNKNOWN,284,872
508,1423,0,53,2902,N,82,1268
263,417,1,14,3552,N,151,877
682,1190,0,9,1121,N,255,1527
682,1190,1,80,2184,N,255,1063
682,1190,1,80,546,N,255,1527
682,1190,1,7,1531,N,131,588
780,1153,1,34,1531,N,278,117
656,98,1,50,2099,UNKNOWN,278,614
497,1150,1,22,2827,N,154,1325
263,1153,0,3,1546,N,284,1268
682,172,1,16,3329,N,238,1268
508,1423,0,25,1131,N,136,216
298,593,1,38,1907,N,51,698
263,1153,1,13,1635,N,163,419
315,732,1,80,2858,N,278,1249
763,1045,1,11,1658,N,284,1268
158,738,1,22,2671,N,154,1278
263,1190,0,39,3707,N,90,1268
158,825,0,6,2729,N,31,1278
263,1153,1,19,1644,N,235,464
808,155,1,11,670,Y,110,1390
681,735,1,18,2299,N,284,1443
315,1153,1,19,1677,N,114,1172
263,1409,1,80,3247,N,284,1507
806,939,1,25,670,Y,56,1416
263,1153,1,12,2269,N,147,1268
806,245,3,80,2550,N,16,1278
589,1153,1,11,1670,N,201,949
263,1153,1,55,1881,N,178,938
263,1153,0,6,415,N,185,419
263,1153,1,8,419,N,186,419
512,1153,1,80,1670,N,230,1268
780,328,0,26,3560,N,90,1122
622,155,1,23,2611,N,154,1268
263,743,1,10,1670,N,124,415
726,78,1,34,1265,UNKNOWN,284,1268
76,424,1,80,1239,N,284,1268
263,743,1,80,1532,N,147,1108
497,417,1,80,1500,N,185,752
808,417,3,80,2458,N,284,1447
589,1153,1,20,2631,N,103,1268
315,1036,3,80,2743,N,83,496
806,1036,1,17,1741,N,255,1222
763,330,1,80,2765,N,284,1153
729,417,1,15,433,N,284,620
497,1153,1,36,1777,N,198,1341
244,1190,1,16,670,Y,174,1139
553,1153,1,46,2846,N,284,1278
497,1153,1,19,3173,N,240,237
589,1045,1,26,2697,N,51,569
263,1409,1,80,1238,N,219,1268
707,1190,1,80,441,UNKNOWN,262,1063
650,1153,1,14,1698,N,219,1268
263,1153,1,18,1462,N,110,1268
315,192,1,80,2609,N,284,513
244,732,1,27,2376,N,256,1268
497,1153,1,44,191,N,15,1339
370,1150,1,80,2830,UNKNOWN,284,1063
497,1153,1,5,2174,N,284,1468
553,1153,0,80,2192,N,51,1268
589,1045,3,80,1425,UNKNOWN,284,1063
497,1153,1,57,3670,N,17,1268
95,1153,1,9,1747,N,136,1268
589,1190,1,1,2989,N,255,1488
158,735,1,80,2666,N,284,1314
234,939,1,80,2759,N,284,1268
570,1153,1,27,2072,N,284,1268
145,593,1,34,1865,N,278,1268
158,1153,1,18,1772,N,284,1278
464,1153,1,17,2751,N,284,524
370,274,3,80,328,N,284,973
806,274,1,24,670,Y,134,1296
553,1153,1,33,2740,N,284,1313
780,274,1,43,3503,N,185,928
263,1153,1,80,1131,N,284,354
553,1153,1,80,2368,N,284,185
806,1190,1,58,670,Y,40,1268
763,192,1,44,2397,N,74,251
263,1421,1,80,2225,N,255,1268
55,1409,1,20,1771,N,284,1268
586,1153,1,18,1723,UNKNOWN,61,872
640,417,1,40,3316,N,284,1268
808,1190,1,35,3233,N,109,1278
263,1045,1,12,1510,N,163,710
682,730,1,42,1510,N,64,1268
315,192,1,80,2643,N,163,1268
625,155,1,30,670,Y,172,1268
193,1190,1,8,670,Y,284,1268
263,1153,1,16,1606,N,82,421
158,1153,1,29,2611,N,108,1268
182,743,1,22,1756,N,255,1200
315,1153,3,80,2740,N,124,1268
806,155,1,12,670,Y,135,1278
263,1153,1,10,1603,N,82,492
263,1153,1,10,1718,N,82,491
589,1190,1,40,670,UNKNOWN,236,1070
741,1420,0,31,1605,N,230,1268
583,1131,1,80,3556,N,278,1268
508,1153,1,12,1635,N,284,1268
508,1409,1,1,1289,N,172,1268
808,1153,1,41,670,Y,53,1451
571,1190,1,7,1660,N,284,1268
508,1423,0,80,1635,N,201,939
508,1409,1,3,270,UNKNOWN,185,1063
738,1190,1,16,1260,N,263,410
676,1153,1,24,2611,N,172,772
586,554,1,18,1593,N,280,1268
580,1279,1,22,670,Y,195,710
682,863,1,64,3030,N,284,1063
508,1190,1,47,2129,N,147,1268
580,274,1,28,670,Y,172,1268
570,1190,1,5,570,UNKNOWN,284,1070
763,971,1,35,3587,N,284,1268
491,1420,1,80,2717,N,280,1268
244,1153,1,20,3701,N,64,1383
508,172,0,53,2127,N,208,1268
625,739,1,80,2368,N,201,1268
741,1144,1,80,1677,N,242,1268
284,939,1,47,1362,N,110,1268
741,1190,1,3,1131,N,201,1268
741,1420,1,5,1739,N,284,1268
625,1153,1,7,2183,N,160,1268
718,735,1,8,3122,N,74,1268
445,1036,1,19,1696,N,136,1268
570,1153,1,12,1763,N,64,1268
370,939,1,13,3342,N,103,699
508,863,0,1,296,N,255,710
158,1153,1,80,3433,N,136,1418
263,711,1,11,1637,N,255,1268
156,1045,1,27,3140,N,284,464
296,1153,1,6,670,Y,107,1268
626,172,1,23,670,Y,208,1268
210,417,3,80,2797,N,284,917
263,939,1,19,1736,N,154,597
641,1045,1,15,1390,N,284,1268
158,1045,1,19,2682,N,284,1056
263,1423,1,10,2996,N,103,360
359,1036,0,80,1479,N,284,583
741,1129,0,13,1569,N,163,1268
808,1153,1,25,2616,N,284,1278
315,1153,0,80,2611,N,129,1170
315,825,0,80,2611,N,103,1153
370,1045,1,19,3607,Y,275,1491
263,160,1,77,1678,N,172,1268
515,742,1,6,3607,Y,82,15
263,1153,1,29,2245,N,20,1268
263,418,1,80,1466,N,284,1043
765,418,1,35,667,UNKNOWN,284,801
370,1045,1,29,546,N,284,1268
263,1045,1,24,546,N,284,681
806,1469,1,8,1289,N,163,1517
263,1154,1,41,2290,N,172,77
689,1153,1,33,2993,N,255,1514
95,1153,1,80,1640,N,278,5
789,274,1,18,2175,N,255,1268
741,1133,1,80,2259,N,284,589
592,1190,0,80,2104,N,284,667
497,1153,1,40,3322,N,213,689
592,1190,1,38,3157,N,284,1268
763,284,1,22,1888,N,185,1268
497,1441,0,15,3315,N,124,347
695,1409,0,80,312,UNKNOWN,284,1268
497,1153,1,80,2838,N,284,1268
589,417,1,28,1754,N,79,693
3,1045,1,12,1683,N,261,117
619,1153,1,24,1950,N,226,1268
681,289,1,41,670,Y,224,1290
589,417,1,80,1623,N,76,74
806,1036,1,51,323,N,269,1268
195,984,1,80,1868,N,284,1268
244,1144,1,29,3217,N,284,1268
592,1190,0,30,2067,N,103,491
195,983,1,16,1852,N,284,1268
799,939,1,48,324,N,163,722
497,1190,0,64,1618,UNKNOWN,201,1063
244,1153,1,7,670,Y,110,1268
592,88,1,29,435,N,284,1268
806,417,3,80,2785,N,103,1278
315,155,1,7,1661,N,173,491
789,1153,1,80,1590,N,254,1268
315,1153,1,38,1739,N,144,1268
695,1036,0,65,670,Y,103,914
95,1153,1,80,1747,N,284,1268
695,1036,1,47,484,N,82,839
695,1036,1,38,1756,N,81,838
695,1036,0,65,1169,N,161,915
695,1036,0,40,1130,N,158,915
763,417,1,39,3294,N,278,1268
806,1190,1,80,611,UNKNOWN,284,1063
563,1036,1,25,1280,N,136,1268
763,274,1,12,670,Y,278,1268
95,1153,1,80,1226,N,284,1268
806,417,1,80,2439,N,280,1278
806,1036,0,11,3674,N,110,1278
806,1045,1,80,2771,N,284,1268
553,1153,1,80,2589,N,170,1268
763,417,1,80,2937,N,284,1268
417,939,1,22,2390,N,255,926
806,743,1,5,1722,N,284,1268
158,155,1,10,670,Y,47,1312
695,1036,0,80,2322,N,284,1268
497,1153,1,13,1131,N,136,673
258,1036,1,80,546,N,284,809
46,1153,0,80,406,N,163,941
808,1153,1,80,127,N,154,1268
553,1153,1,20,2849,N,185,1278
783,1153,1,9,394,N,195,1268
808,1190,1,20,670,Y,284,1278
497,1153,1,6,1575,N,201,324
263,1190,1,18,1700,N,284,354
310,1197,1,15,3044,N,103,1268
263,1153,1,80,2758,N,284,1268
263,1153,1,15,1727,N,103,1268
263,1153,1,15,1971,N,51,1268
814,1409,1,26,1631,N,284,1268
258,1216,1,35,1308,UNKNOWN,284,1076
263,172,1,1,2170,N,51,1268
806,1153,1,23,670,Y,39,1278
158,732,1,37,2666,N,284,1278
589,417,0,80,2014,N,230,1268
351,1190,0,7,1694,N,269,1268
497,1153,1,39,1865,N,38,1268
508,1153,1,16,1865,N,163,1268
763,1479,1,27,2707,N,284,340
263,1190,0,80,2147,UNKNOWN,233,1063
158,735,1,80,2666,N,116,1313
263,1109,0,29,1640,N,82,360
682,1109,1,7,1759,N,284,415
263,1153,1,11,1865,N,195,1268
682,1190,1,1,2274,N,75,957
508,1190,0,4,1741,N,136,1049
263,1153,1,48,2282,N,284,562
286,1190,1,79,1681,N,233,570
741,417,1,80,2004,N,284,1268
263,417,1,80,3506,N,284,906
370,1036,0,12,1933,N,284,1268
499,417,1,11,1527,N,110,619
158,1153,1,10,1500,N,263,415
158,1108,1,40,2616,N,168,522
741,1153,1,11,1739,N,284,707
682,172,0,53,1514,N,284,1268
508,1190,0,4,1500,N,124,1268
136,1190,1,8,1500,N,201,74
263,172,0,9,1674,N,110,415
806,1153,1,32,3335,N,103,1268
263,1153,1,11,1677,N,284,1268
263,417,1,41,1498,N,46,824
136,897,0,51,2256,N,219,317
136,1190,0,54,3344,N,219,317
497,1153,1,80,3559,N,195,1268
77,939,1,52,1607,N,56,1268
263,1423,0,1,2296,N,74,415
263,782,1,20,327,N,255,827
315,1153,1,62,2843,N,185,200
244,1153,1,27,486,N,64,237
671,1209,1,15,1666,N,147,916
622,1153,1,26,2611,N,82,117
689,1190,1,80,508,N,280,946
244,1153,1,80,1756,N,82,340
542,939,1,10,670,Y,56,1268
589,1036,0,54,1709,N,136,237
497,1153,1,38,2239,N,38,1476
689,1045,1,80,2721,N,284,244
497,155,1,9,2709,N,172,1339
263,1145,1,80,2024,N,163,1114
442,1054,1,23,3392,UNKNOWN,82,801
263,742,1,30,670,Y,175,1268
689,172,0,5,3537,N,226,117
606,1153,1,20,1131,N,284,1141
589,1153,1,80,2843,N,195,1268
230,1153,1,47,1471,N,263,1268
780,1153,1,80,1748,N,32,1268
814,1109,1,29,670,Y,168,1278
749,1036,0,79,94,N,284,1464
136,1409,0,80,2166,N,284,1268
136,1409,1,80,3284,N,201,1268
136,110,1,80,1821,N,21,1268
263,1045,1,24,1589,N,67,1268
247,1153,1,80,2700,N,284,1268
243,1423,1,11,1591,N,43,1268
497,1190,1,48,1714,N,82,1268
431,1190,1,18,2324,N,195,1496
589,735,1,80,2480,N,82,1268
589,1045,1,9,1646,N,32,698
244,835,1,13,670,Y,154,1268
370,1153,1,80,2278,UNKNOWN,284,872
689,1297,1,15,670,Y,284,1346
497,1153,1,31,1470,N,25,1268
497,911,3,80,2575,N,32,1278
491,274,1,51,1562,N,124,1050
158,1153,1,41,3044,UNKNOWN,172,1063
263,1423,1,1,1865,N,278,491
158,417,1,23,3010,N,198,1151
263,1153,1,13,1131,N,56,1268
263,1153,0,18,1131,N,195,1268
263,1153,1,9,1131,N,255,415
681,735,1,16,296,N,74,237
158,1153,1,12,2612,N,259,1268
780,735,1,18,2723,N,278,1415
333,1045,1,80,1803,N,284,1491
497,826,0,8,2731,N,25,1268
158,1153,1,80,140,N,208,1268
315,1153,1,47,448,N,17,496
141,1423,0,1,320,N,226,1268
261,274,1,14,64,N,159,570
806,274,1,14,3351,N,284,679
158,1153,1,80,1545,N,82,1268
227,417,1,31,1403,N,120,1116
263,1190,1,80,1531,N,208,714
763,1409,1,80,2129,N,284,1268
763,417,1,80,327,N,284,1268
570,1409,1,26,575,Y,284,1268
508,1190,1,54,670,Y,243,1070
570,1320,1,6,670,Y,255,1268
763,1190,1,80,615,UNKNOWN,284,801
419,417,1,80,1371,N,284,1268
158,1153,1,80,2368,N,226,415
808,1153,1,16,670,Y,172,1278
158,1190,0,13,3037,N,195,1426
370,155,1,80,2716,N,272,1348
263,1190,1,17,2987,N,230,1268
315,1153,1,80,2843,N,46,1176
401,1420,1,49,3105,N,64,716
46,1045,1,5,1622,N,284,667
497,1153,1,5,1886,N,19,1268
136,1190,0,33,1131,N,208,1268
461,1466,1,80,670,Y,284,1268
741,1423,0,5,1604,N,255,1268
178,1190,0,2,1500,UNKNOWN,67,1081
508,1190,0,17,1500,N,163,1268
263,1190,0,10,1522,N,163,1268
136,1190,1,50,3308,N,284,1268
763,1045,1,80,2019,N,284,725
158,828,1,80,2760,N,43,464
808,1153,1,29,2004,N,87,1268
263,172,0,3,3109,N,185,1268
263,1190,0,35,3613,N,183,903
497,1153,1,45,106,N,46,1135
158,1153,1,17,3030,UNKNOWN,284,1063
263,244,1,5,106,UNKNOWN,208,1080
763,456,1,80,1232,N,284,1278
713,939,1,80,1685,N,284,910
713,939,1,80,116,N,284,910
713,1036,0,43,670,Y,278,913
536,417,1,38,1663,N,242,527
263,1190,1,80,3157,N,242,470
263,1153,1,23,1692,N,58,1508
263,1153,1,41,1739,N,72,1508
263,1153,1,48,1747,N,68,1508
516,1045,1,18,3530,N,255,597
258,1045,1,40,1745,N,284,508
263,1409,0,80,2323,N,198,1268
158,1153,1,80,2368,N,64,1268
263,1153,1,11,141,N,269,1268
104,1190,1,14,2072,N,250,1268
263,1153,1,45,1865,N,185,1268
263,1153,1,23,1486,N,129,255
315,1045,1,41,2301,UNKNOWN,284,1063
497,1150,1,32,2645,N,38,255
370,1190,1,15,467,UNKNOWN,278,1063
158,1045,1,80,3449,N,35,1307
263,1423,1,6,1740,N,185,1268
244,418,1,52,549,N,284,973
244,1153,1,7,670,Y,255,1268
497,1153,1,8,1533,N,228,664
497,1153,1,80,2761,N,262,1268
497,1153,0,80,2724,N,35,1268
263,1153,0,8,2150,N,208,360
716,362,0,80,2184,N,284,584
315,1190,1,55,2236,N,240,1140
806,1423,1,12,3606,N,284,1486
694,1153,1,10,670,Y,90,1268
808,417,1,32,1609,N,136,613
512,417,1,80,2496,N,284,1268
497,1153,1,6,1701,N,21,299
589,417,1,80,3328,N,67,1268
497,1153,1,80,2591,N,201,1268
497,1153,1,25,3321,N,236,1340
497,327,1,23,3318,N,284,690
586,51,1,80,1419,Y,284,1268
497,1153,1,33,2847,N,82,1303
497,1153,1,80,2653,N,32,1268
763,417,1,41,1883,N,284,1268
763,1409,1,8,2981,UNKNOWN,284,1076
297,1045,1,6,3349,N,74,667
512,417,3,80,2428,N,230,1268
497,1190,1,10,1238,N,195,1268
244,1190,1,16,670,Y,147,1153
432,1190,1,8,657,UNKNOWN,284,801
780,417,1,80,2496,N,55,1429
689,1153,1,80,2628,N,284,1268
808,1409,3,80,670,Y,284,1462
497,1036,1,15,3043,N,79,745
734,1153,0,4,3355,N,176,1435
497,1153,1,23,1980,N,51,1369
512,417,3,80,2508,N,284,862
269,1153,1,13,3243,N,284,1268
512,1190,1,41,2959,N,208,626
297,1045,3,80,1736,N,284,667
806,242,3,80,3100,UNKNOWN,56,872
734,1506,3,80,2450,N,284,237
497,172,1,1,2814,N,284,1268
497,735,1,20,2805,N,82,1417
806,1036,1,44,670,Y,25,420
158,735,1,80,2806,N,163,1278
512,417,1,80,1672,N,284,664
808,417,1,6,1664,N,240,994
497,417,3,80,3379,N,278,1408
333,1045,1,80,670,Y,284,1498
599,939,0,80,1634,N,278,910
103,1005,1,80,2912,N,284,1268
269,1409,0,80,2004,N,284,1268
681,417,1,80,2411,N,284,630
763,437,1,37,670,Y,284,1268
406,417,1,31,3673,Y,284,1268
497,939,1,26,3507,N,207,766
763,1045,1,15,2072,N,82,809
526,417,1,43,3225,N,284,21
497,1153,1,6,2617,N,172,1268
263,417,1,2,1554,N,103,1268
9,1045,1,35,546,N,103,463
263,1153,1,36,3515,N,94,1268
263,1153,1,32,3157,N,82,58
526,1190,1,35,3199,N,154,630
263,1190,1,24,1635,N,103,252
315,1153,1,32,443,N,195,1153
158,1153,1,80,2590,N,74,1311
497,1153,1,44,3374,N,103,340
263,1153,1,35,2198,N,103,1268
263,1153,1,6,2198,N,103,1268
263,1153,1,45,3400,N,64,415
263,1153,1,80,3193,N,278,1268
497,1153,1,20,2628,N,284,1268
315,1190,1,18,617,UNKNOWN,234,1063
511,417,1,45,3725,N,284,609
263,1153,1,10,3549,N,103,1268
263,1153,1,17,1713,N,82,491
263,1329,1,11,2209,N,163,1268
508,1153,0,11,546,UNKNOWN,219,1063
263,1190,1,39,128,N,159,1268
682,1409,1,64,2166,UNKNOWN,284,1063
764,1396,0,30,3344,N,259,520
263,1423,0,4,3002,N,105,1268
315,274,1,80,2764,N,147,1176
780,1153,1,23,2848,N,74,525
763,1409,1,80,1634,N,284,1278
645,1283,1,80,185,N,219,325
155,1190,1,25,142,N,284,222
315,1190,1,80,2184,N,172,254
263,1153,1,8,3157,N,51,1268
315,1036,0,36,1178,N,46,1268
508,1423,1,79,2266,N,284,354
508,1423,0,73,1628,N,124,360
263,1153,1,6,1134,N,154,1268
263,1423,1,7,1713,N,146,415
763,274,1,80,2047,N,284,910
508,160,1,45,518,UNKNOWN,284,1063
682,1153,1,15,1485,N,147,1268
508,1190,0,5,1594,N,236,1268
682,1409,0,8,1739,N,152,1268
723,914,1,7,3428,N,284,1117
315,1423,1,46,2981,UNKNOWN,255,1070
46,1045,1,34,1622,N,82,711
808,1150,1,38,2827,N,147,1348
808,1054,1,80,2368,N,284,1409
263,1153,1,20,2252,N,255,1268
682,1190,1,29,1644,N,87,441
90,1153,1,80,2611,N,278,1268
158,735,0,32,13,N,51,1313
263,1423,0,27,1721,N,85,1268
570,1153,1,5,1508,N,284,1268
263,160,1,32,1555,N,284,1268
241,417,3,80,2586,N,284,573
682,160,0,6,1131,N,226,464
570,1190,1,5,1251,N,163,667
508,1153,1,79,391,N,178,1268
284,963,1,80,458,N,284,1258
299,1153,1,41,1746,N,262,340
299,1153,1,12,670,Y,284,237
819,803,1,19,670,Y,280,1268
806,1190,1,29,3347,N,32,1415
515,417,1,32,2116,N,147,250
263,1423,1,53,72,N,265,1268
763,417,1,15,2018,N,284,1268
299,1153,1,15,682,Y,255,1153
263,1153,1,9,157,N,94,415
263,1153,1,15,546,N,74,1268
515,1190,1,24,1677,N,278,678
263,1153,1,12,3045,N,61,1268
158,1190,1,60,670,Y,25,1305
263,1153,1,5,600,N,46,1268
497,1409,1,80,3694,UNKNOWN,284,1187
370,625,1,80,374,UNKNOWN,284,1181
592,1190,1,24,2981,UNKNOWN,263,1005
589,1153,1,10,89,UNKNOWN,82,1068
263,1153,1,22,3044,N,163,136
763,1045,1,80,1882,N,284,1268
263,1423,1,6,3473,N,284,491
263,1153,3,80,1131,N,284,1268
497,155,1,7,670,Y,39,667
263,1448,1,9,3150,N,103,1268
370,491,1,31,3217,N,284,1268
263,1153,1,45,1131,N,229,419
263,172,1,80,3157,N,284,1507
263,1448,1,4,3640,N,90,295
263,1423,1,5,3686,N,180,1268
263,711,1,73,2184,N,255,1063
158,1153,1,18,2593,N,38,1278
520,274,1,41,2025,Y,64,556
676,1045,1,17,1630,N,284,1268
263,1153,1,16,1635,N,201,1268
497,1153,0,5,269,N,284,74
263,1152,1,80,1635,N,284,354
745,274,1,80,2644,UNKNOWN,284,750
370,1152,1,34,2588,N,284,596
589,37,1,11,1506,N,32,866
689,1423,1,80,3539,UNKNOWN,284,872
512,82,3,80,2484,N,147,659
263,1153,1,11,1865,N,284,1507
263,459,1,80,2204,N,284,888
92,1153,1,17,2004,N,284,951
269,1153,1,15,1558,N,284,340
293,939,1,46,3392,UNKNOWN,284,801
497,1153,1,23,3352,N,82,237
589,1190,1,80,1644,N,284,42
497,1190,1,26,1683,UNKNOWN,242,875
315,1153,1,45,2741,N,284,1153
689,1153,0,80,2742,N,284,1268
570,889,1,19,113,N,284,271
806,417,1,24,2196,N,284,1516
497,1153,1,80,2857,N,151,1268
808,1153,1,5,1633,N,208,135
263,1153,1,12,598,N,86,419
263,1153,1,34,1756,N,51,464
244,1153,1,29,1777,N,46,1383
92,981,1,80,3717,UNKNOWN,284,801
315,553,1,24,1694,N,172,1153
497,1152,0,45,3735,N,90,1340
589,1045,1,23,1473,N,103,630
158,1153,1,13,174,N,242,360
263,1153,1,7,3354,N,40,599
158,1153,1,80,2998,N,90,1268
562,1352,1,80,678,Y,158,1268
403,1190,0,14,670,Y,262,1153
284,1045,0,40,3601,N,103,722
158,1153,0,80,2592,N,41,1278
599,1190,0,80,3350,N,25,919
263,939,0,80,3413,UNKNOWN,284,1076
263,1153,0,80,1481,N,284,415
263,1153,1,14,3511,N,224,354
434,1045,1,80,1971,N,259,751
263,1440,1,49,1540,N,87,1268
263,1153,0,80,2843,N,262,532
263,1036,1,5,2241,N,185,893
263,1423,0,51,3001,N,94,1268
263,1423,0,28,1528,N,141,1268
682,1109,1,6,1673,N,226,1268
263,728,0,3,3652,N,278,216
263,1190,1,51,153,N,60,959
315,155,1,6,1540,N,195,1174
158,1153,1,15,1780,N,79,1302
263,1153,1,47,1890,N,147,354
263,1153,1,18,5,N,278,354
508,274,1,80,2187,N,284,1040
224,417,1,80,1179,N,238,1044
263,1190,1,45,3675,N,241,1268
263,1153,1,7,1131,N,115,419
682,857,1,64,3140,N,64,1268
263,560,1,11,3053,N,280,940
263,1190,0,6,2243,N,210,1268
263,1448,1,10,2238,N,219,1268
682,1190,1,22,1739,N,197,1268
682,172,1,79,1719,N,147,1268
263,713,0,10,1606,N,255,936
263,1153,1,44,2222,N,255,1268
158,1153,1,11,2740,N,248,1268
158,1148,1,80,2845,N,284,1303
158,732,1,80,2666,N,67,1278
315,1036,1,28,1848,N,168,1268
740,1423,1,6,546,N,82,632
508,1190,1,5,3140,N,110,255
555,939,1,40,2927,N,284,357
158,1190,0,35,1151,UNKNOWN,82,1063
508,1423,0,22,1764,N,124,464
46,1045,0,40,1785,N,82,708
263,1153,1,9,3157,N,185,1268
763,155,1,8,2179,N,154,237
763,787,3,80,3694,UNKNOWN,284,967
263,890,1,80,1728,N,284,828
158,1190,0,80,1225,N,64,1268
263,1153,1,11,204,N,208,415
315,1153,1,80,2617,N,26,1153
263,1153,0,79,3551,UNKNOWN,195,1063
263,1190,0,80,3157,N,82,360
497,1153,1,80,1703,N,284,1268
682,1423,0,80,1718,N,201,1268
783,905,0,32,1958,N,278,552
360,417,1,30,444,N,255,835
806,1423,0,30,1912,N,154,292
780,1153,1,10,2820,N,213,184
263,1153,0,12,1429,N,185,419
137,1036,1,80,2368,N,284,1349
497,1190,1,37,3413,UNKNOWN,107,1076
315,1036,0,57,3157,N,43,1183
263,1190,1,62,586,N,43,496
585,963,3,80,3520,Y,284,1268
135,987,0,11,1768,N,284,831
589,1205,0,4,2105,N,219,42
263,155,1,3,1865,N,110,1508
263,1153,1,15,1688,N,201,360
263,417,3,80,2513,N,284,680
694,1153,1,17,1865,N,185,1153
263,866,1,64,1561,N,125,1268
263,1153,1,18,1729,N,151,354
263,1409,1,79,2163,N,131,1268
471,787,3,80,710,Y,278,1268
263,1153,1,2,3059,N,263,419
497,1153,0,34,1599,N,64,117
263,982,1,80,3196,N,284,464
589,1190,0,52,517,N,172,251
263,1153,1,20,1743,N,124,1268
205,1045,1,7,2006,N,284,1153
763,1190,1,28,610,UNKNOWN,284,1076
497,172,1,17,1592,N,38,1268
403,1045,1,80,3562,N,284,1268
515,1054,1,22,2004,N,147,1153
263,1001,3,80,229,N,10,200
497,274,1,33,1277,N,74,1381
497,1190,1,11,3413,UNKNOWN,284,1076
244,1199,1,15,2963,Y,255,1153
497,1153,1,80,2761,N,20,284
499,1153,1,47,2368,UNKNOWN,147,321
315,1153,1,15,2795,N,67,497
780,1153,1,16,1933,N,240,296
512,1153,1,1,1131,N,82,253
158,1153,1,35,2182,N,96,1306
370,417,1,16,1257,N,284,985
806,155,1,6,3233,N,32,1436
722,963,3,80,61,Y,151,1268
315,1190,1,20,1511,N,110,244
244,192,1,80,1827,N,255,675
553,1153,1,13,2843,N,266,1318
263,417,1,6,2128,N,284,1268
263,1153,1,11,1805,N,90,1268
741,1153,1,80,1713,N,284,78
263,868,1,9,1635,N,103,359
496,591,0,17,3036,N,284,1268
130,787,3,80,710,Y,284,1268
808,1045,1,28,2881,UNKNOWN,284,801
263,1153,1,10,392,N,284,1268
263,282,1,80,1793,N,284,877
508,1153,1,7,1510,N,278,1268
263,1190,1,48,2212,N,147,1108
263,1153,1,45,1985,N,284,464
589,274,1,36,1426,UNKNOWN,82,872
763,1409,1,11,670,Y,124,1268
263,1109,1,25,3007,N,208,354
263,1190,1,80,323,N,217,1268
808,1153,1,29,2794,N,284,1370
553,1153,1,14,1447,N,284,1268
681,1153,1,80,2817,N,185,660
626,155,1,18,1530,N,219,1268
570,1409,1,8,3390,UNKNOWN,284,1076
64,1045,1,26,3412,UNKNOWN,284,1076
763,963,1,80,670,Y,284,1268
633,1153,1,26,670,Y,82,1268
808,1153,1,80,2848,N,284,458
808,760,1,15,1164,N,82,1278
508,1423,0,52,1566,N,103,1268
763,1045,1,80,3601,N,284,675
361,1387,3,80,2181,N,284,1530
553,1153,1,33,2184,N,185,1461
158,172,1,80,519,N,255,1143
263,1153,1,6,1131,N,284,1268
808,1152,1,10,2840,N,195,1383
263,1153,1,5,2282,N,142,1268
741,1144,1,80,3157,N,284,703
749,1409,3,80,216,UNKNOWN,284,1076
682,1109,1,41,1803,N,64,571
58,1190,0,64,1221,UNKNOWN,284,1066
682,1190,0,12,290,N,136,1268
570,1409,1,80,670,Y,284,666
263,1423,1,32,648,N,201,1268
263,1442,1,2,2103,N,124,1268
682,155,0,5,1131,N,82,468
263,1190,1,4,3140,N,124,1268
263,1045,0,19,1557,N,284,162
263,1045,1,27,2166,N,284,162
263,155,0,79,3140,N,85,1268
263,417,1,80,2897,N,255,1268
71,1045,1,16,3133,N,124,1268
263,1153,0,13,108,N,124,933
570,155,1,18,1973,Y,51,1268
158,939,1,35,2734,N,85,1268
263,1153,1,15,1194,N,172,255
682,857,0,64,1560,N,142,360
681,1153,1,32,2677,N,90,203
315,1045,1,17,178,N,136,1247
315,1336,3,80,2459,N,255,1185
315,1153,1,23,2754,N,185,1268
315,1045,1,6,1431,N,195,778
570,1153,1,25,1382,N,90,1268
295,939,0,80,1514,N,172,1173
263,1409,1,80,3510,N,107,1268
263,1190,0,80,78,N,195,1268
