Area,Activity,Sex ,Age,Injury,Fatal(Y/N),Time,Species 
Eastern Cape Province,Surfing,M,34,Non_Fatal,N,Morning,2.5 m [8.25'] white shark
Eastern Cape Province,Surfing,M,16,Non_Fatal,N,Afternoon,3 m [10'] white shark
Eastern Cape Province,Free diving,M,28,Non_Fatal,N,Afternoon,2.5 m [8.25'] white shark
South Australia,Surfing,M,27,FATAL,Y,Evening,2 m [6.75'] white shark
Tyrrhenian Sea,"Scuba diving, but swimming on surface",M,47,FATAL,Y,Morning,6 m [20'] white shark
California,Kayaking,F,24,FATAL,Y,Morning,5 m [16.5'] white shark
New South Wales,Surfing with dolphins,M,17,Non_Fatal,N,Evening,"Tiger shark, 4 m [13'] "
Oregon,Surfing (sitting on his board),M,21,Non_Fatal,N,Evening,5.5 m to 6 m [18' to 20']  white shark
Florida,Surfing,M,30,Non_Fatal,N,Morning,1.2 m to 1.5 m [4' to 5'] shark
Florida,Surfing,M,23,Non_Fatal,N,Evening,1.2 m to 1.5 m [4' to 5'] shark
Florida,Surfing,M,21,Non_Fatal,N,Afternoon,5' shark
Florida,Snorkeling,M,38,FATAL,Y,Afternoon,3 m [10'] bull shark
California,Surfing,M,27,Non_Fatal,N,Morning,2.4 m to 3 m [8' to 10'] white shark
Western Cape Province,Spearfishing,M,36,Non_Fatal,N,Morning,White shark
South Carolina,Sittting in water with his child,M,37,Non_Fatal,N,Afternoon,Sand shark?
Florida,Surfing,M,25,Non_Fatal,N,Morning,1.8 m to 2.4 m [6' to 8'] shark
KwaZulu-Natal,Surfing,M,17,Non_Fatal,N,Afternoon,1.5 m to 2 m [5' to 6.75'] shark
Eastern Cape Province,Surfing,M,20,Non_Fatal,N,Evening,"1 m ""grey-colored"" shark"
KwaZulu-Natal,Lying atop surfboard,F,15,Non_Fatal,N,Morning,Zambezi shark (tooth fragments recovered)
Western Cape Province,Attempting to lasso shark's tail,M,33,Non_Fatal,N,Morning,1.5 m copper shark
Florida,Surfing,M,16,Non_Fatal,N,Afternoon,1.8 m [6'] blacktip shark
California,Surfing,M,20,Non_Fatal,N,Evening,2 m [6.75'] shark
Western Cape Province,Spearfishing,M,21,Non_Fatal,N,Afternoon,White shark
Western Cape Province,Surfing,M,24,Non_Fatal,N,Morning,3.5 m [11.5']  white shark
Florida,Wading,M,12,Non_Fatal,N,Morning,1.2 m to 1.5 m [4' to 5'] shark
California,Surfing (sitting on his board),M,40,Non_Fatal,N,Morning,5.7 m white shark
Florida,Surfing,M,27,Non_Fatal,N,Morning,3' to 4' shark
Texas,Body surfing,F,32,Non_Fatal,N,Evening,4' shark
Texas,Wading,F,16,Non_Fatal,N,Afternoon,4' shark
Malampa Province,Swimming,M,8,FATAL,Y,Afternoon,4.3 m shark
Eastern Cape Province,Spearfishing,M,30,Non_Fatal,N,Afternoon,>2.5 m [8.25'] white shark
Western Cape Province,Body boarding,M,21,FATAL,Y,Evening,3 m [10'] white shark
Florida,Surfing,M,40,Non_Fatal,N,Afternoon,1.8 m to 2.1 m [6' to 7'] spinner or blacktip shark
California,Free diving  & spearfishing (submerged),M,27,Non_Fatal,N,Morning,5 m to 6 m [16.5' to 20'] white shark
Florida,Swimming,F,6,Non_Fatal,N,Evening,"Lemon shark, 1.8 m to 2.4 m [6' to 8'], tooth fragment recovered"
KwaZulu-Natal,Racing ski,M,32,Non_Fatal,N,Morning,1.6 m shark
KwaZulu-Natal,Spearfishing,M,26,Non_Fatal,N,Evening,1.2 m [4'] dusky shark
KwaZulu-Natal,Treading water,M,26,Non_Fatal,N,Afternoon,>1 m shark
Eastern Cape Province,Surfing,M,21,Non_Fatal,N,Afternoon,>2.4 m [8'] white shark
Eastern Cape Province,Swimming,M,46,Non_Fatal,N,Evening,Raggedtooth shark
Western Cape Province,Spearfishing,M,29,Non_Fatal,N,Afternoon,"Raggedtooth shark, 2 m [6.75'] "
Victoria,Surfing,M,29,Non_Fatal,N,Morning,"Bronze whaler shark, 3.5 m "
Florida,Surfing,M,22,Non_Fatal,N,Morning,Blacktip shark
California,Surfing,M,16,Non_Fatal,N,Afternoon,1.5 m [5'] shark
Eastern Cape Province,Body boarding,M,22,Non_Fatal,N,Morning,2.5 m [8.25'] white shark
California,Hookah diving for abalone,M,46,Non_Fatal,N,Afternoon,2 m to 2.5 m [6.75'  to 8.25'] sixgill or sevengill shark
Florida,Wading,F,13,Non_Fatal,N,Evening,Possibly a small hammerhead shark
Sicily,Snorkeling,M,13,Non_Fatal,N,Afternoon,"3 m to 3.6 m  [10' to 11'9""] white shark"
South Australia,Free diving for scallops,F,33,FATAL,Y,Afternoon,6 m [20'] white shark
California,Scuba Diving for lobster (at surface),M,29,Non_Fatal,N,Afternoon,6 m [20'] white shark
Western Cape Province,Swimming,M,15,Non_Fatal,N,Evening,Raggedtooth shark
KwaZulu-Natal,Surfing,M,18,Non_Fatal,N,Evening,"3.5 m white shark, tooth fragments recovered"
Western Cape Province,Spearfishing,M,34,Non_Fatal,N,Morning,3.5 m [11.5'] white shark
KwaZulu-Natal,Spearfishing,M,20,Non_Fatal,N,Morning,1.5 m [5'] dusky shark
Queensland,Sailing on catamaran & fell into the water,M,16,FATAL,Y,Afternoon,"Tiger shark, 4 m "
Florida,Surfing or body surfing,F,23,Non_Fatal,N,Afternoon,1.5 m [5'] shark
Florida,Surfing,M,15,Non_Fatal,N,Afternoon,1.2 m [4'] blacktip shark
Oregon,Surfing (sitting on his board),M,25,Non_Fatal,N,Afternoon,3 m to 5 m [10' to 16.5'] white shark
Florida,Surfing,M,16,Non_Fatal,N,Morning,Hammerhead shark?+O2356
California,Skindiving,M,28,FATAL,Y,Morning,4.5 m to 5 m white shark
Texas,Swimming,F,18,Non_Fatal,N,Afternoon,1.2 m [4'] shark
Western Cape Province,Surfing,M,27,Non_Fatal,N,Evening,2.4 m [8'] white shark
Hawaii,Towing her sister on plastic ski board,F,13,Non_Fatal,N,Evening,1.2 m to 1.5 m [4' to 5'] hammerhead shark
KwaZulu-Natal,Scuba diving,M,33,Non_Fatal,N,Morning, 1.5 m [5'] dusky shark
Eastern Cape Province,Swimming,M,14,Non_Fatal,N,Morning,"Raggedtooth shark, 1 m "
Eastern Cape Province,Swimming,M,47,Non_Fatal,N,Morning,"Raggedtooth shark, >1 m "
Western Cape Province,Spearfishing,M,29,Non_Fatal,N,Morning,5 m [16.5'] white shark
Virginia,Swimming,F,14,Non_Fatal,N,Morning,Sand shark
Florida,Diving,F,22,Non_Fatal,N,Morning,6' to 8' bull shark
Queensland,Swimming from the New Venture ,F,21,FATAL,Y,Morning,"Tiger shark, 5 m [16.5']"
Queensland,Swimming from the New Venture ,M,24,FATAL,Y,Evening,"Tiger shark, 5 m [16.5']"
Queensland,14 m prawn trawler New Venture capsized  & sank in heavy seas Three people in the water,M,28,Non_Fatal,N,Evening,"Tiger shark, 5 m [16.5']"
Florida,Windsurfing,F,39,Non_Fatal,N,Afternoon,3.5' hammerhead shark
Florida,Water-skiing,M,21,Non_Fatal,N,Evening,6' shark
Eastern Cape Province,Fishing,M,27,Non_Fatal,N,Evening,"Raggedtooth shark, 1.5 m [5'] (tooth fragment recovered)"
KwaZulu-Natal,Spearfishing,M,17,Non_Fatal,N,Morning,1.8 m [6'] Zambezi shark
KwaZulu-Natal,Paddleskiing,M,16,Non_Fatal,N,Afternoon,3 m [10'] shark
Western Cape Province,Spearfishing,M,32,Non_Fatal,N,Afternoon,White shark
Florida,Windsurfing,M,26,Non_Fatal,N,Morning,1.5 m [5'] shark
Eastern Cape Province,Surfing,M,16,Non_Fatal,N,Afternoon,"Believed to involve a 2.8 m [9'3""] white shark"
Florida,Surfing,M,20,Non_Fatal,N,Afternoon,1.5 m [5'] shark
California,Diving,M,36,Non_Fatal,N,Morning,White shark
California,Free diving for abalone from Zodiac (submerged),M,28,Non_Fatal,N,Afternoon,5 m to 6 m [16.5' to 20'] white shark
Eastern Cape Province,Paddleskiing,M,38,Non_Fatal,N,Afternoon,"2.4 m [8'] white shark, species identity confirmed by tooth fragment"
California,Paddle Boarding,M,26,Non_Fatal,N,Morning,4.5 m to 5.5 m [14.7' to 18'] white shark
Florida,Swimming,M,17,Non_Fatal,N,Evening,0.9 m to 1.2 m [3' to 4'] shark
Eastern Cape Province,Surfing,M,27,FATAL,Y,Morning,"2.4 m [8'] white shark, species identity confirmed by witnesses & tooth pattern in surfboard"
South Carolina,Swimming,M,20,Non_Fatal,N,Afternoon,5' shark
Eastern Cape Province,Swimming,M,20,Non_Fatal,N,Afternoon,Raggedtooth shark
California,Surfing,M,24,FATAL,Y,Evening,7 m [23'] white shark
Florida,Swimming,M,19,Non_Fatal,N,Morning,1.8 m to 2.4 m [6' to 8'] shark
Florida,Swimming,M,26,FATAL,Y,Evening,Said to involve a tiger shark or a hammerhead shark
Grand Bahama Island,Snorkeling on surface,M,53,Non_Fatal,N,Afternoon,Mako shark (tooth fragments recovered)
Eastern Cape Province,Surfing,M,32,Non_Fatal,N,Morning,Possibly a  1.8 m [6'] Zambezi shark
Chungnam,Shell diving,F,27,FATAL,Y,Afternoon,6 m  white shark
Eastern Cape Province,Surfing,M,27,Non_Fatal,N,Morning,Raggedtooth shark
Eastern Cape Province,Surfing,M,19,Non_Fatal,N,Afternoon,"Raggedtooth shark, 2.5 m [8.25'] "
Eastern Cape Province,Surfing,M,24,Non_Fatal,N,Morning,"Tiger shark, 2.1 m [7']"
Florida,Standing / Wading,M,19,Non_Fatal,N,Afternoon,"1.2 m to 1.5 m [4' to 5'] bull, sandbar or dusky shark"
Florida,Surfing,M,24,Non_Fatal,N,Evening,C. maculpinnis or C. limbatus
KwaZulu-Natal,Swimming,M,30,Non_Fatal,N,Evening,Juvenile dusky or blacktip shark
Florida,Surfing,M,15,Non_Fatal,N,Afternoon,1.8 m to 2.4 m [6' to 8'] hammerhead shark
New South Wales,Surf-skiing,M,27,Non_Fatal,N,Morning,"Tiger shark, 2.5 m "
Eastern Cape Province,Paddleskiing,M,25,Non_Fatal,N,Evening,3.5 m [11.5'] shark
Grand'Anse,Spearfishing,M,22,Non_Fatal,N,Afternoon,1.8 m [6'] white shark
Oregon,Surfing,M,29,Non_Fatal,N,Afternoon,4 m to 5 m [13' to 16.5'] white shark
California,Surfing,M,19,Non_Fatal,N,Morning,4 m to 5 m [13' to 16.5'] white shark
Delaware,Standing,F,22,Non_Fatal,N,Afternoon,4' to 8' shark
Eastern Cape Province,Surfing,M,22,Non_Fatal,N,Morning,1.8 m [6'] shark
Sinaloa,Body surfing,F,13,Non_Fatal,N,Afternoon,Tiger shark
KwaZulu-Natal,Body boarding,M,24,Non_Fatal,N,Afternoon,"2.8 m [9'3""] white shark"
KwaZulu-Natal,Spearfishing,M,29,Non_Fatal,N,Morning,"2 m [6'9""] Zambesi shark"
Eastern Cape Province,Swimming,M,25,Non_Fatal,N,Evening,"Raggedtooth shark, 2 m [6'9""] "
Oregon,Surfing,M,20,Non_Fatal,N,Morning,"White shark, 4 m [13'] "
Western Cape Province,Spearfishing,M,25,Non_Fatal,N,Afternoon,"White shark, 2.5 m [8.25']  "
Florida,Surfing,M,27,Non_Fatal,N,Morning,Blacktip or spinner shark
Eastern Cape Province,"Surfing, collided with shark",M,19,Non_Fatal,N,Afternoon,1.5 m to 2 m [5' to 6.75'] shark
KwaZulu-Natal,Spearfishing,M,23,FATAL,Y,Afternoon,"White shark, 2.3 m [7.5'], tooth fragment recovered"
Western Cape Province,Spearfishing,M,27,Non_Fatal,N,Afternoon,"White shark, 3.7 m [12'] "
KwaZulu-Natal,Surfing,M,17,Non_Fatal,N,Afternoon,Thought to involve a blacktip shark
Eastern Cape Province,Surfing,M,18,Non_Fatal,N,Morning,"Tiger shark, 3 m [10']"
Western Cape Province,Spearfishing,M,25,Non_Fatal,N,Afternoon,"White shark, 5 m [16.5'] "
South Australia,Surfing,M,17,Non_Fatal,N,Afternoon,White shark
California,Free diving for abalone (surfacing),M,20,Non_Fatal,N,Morning,"White shark, 5.5 m to 6 m [18' to 20']  "
Florida,Spearfishing / Scuba diving,M,27,Non_Fatal,N,Evening,"Bull shark, 8"
California,Hookah diving for abalone (submerged),M,29,Non_Fatal,N,Morning,"White shark, 5.5 m [18'] "
Western Cape Province,"Thrashing the water / imitating the shark victim from ""Jaws""",M,19,Non_Fatal,N,Afternoon,"White shark, 3 m [10'] k"
Florida,Surfing,M,19,Non_Fatal,N,Morning,2.1 m [7'] lemon shark or bull shark
California,Surfing,M,25,Non_Fatal,N,Afternoon,"White shark, 3 m to 4 m [10' to 13'] "
Eastern Cape Province,Surfing,M,20,Non_Fatal,N,Morning,"White shark, 3.5 m [11.5'], species identity confirmed by tooth fragment"
Florida,Surfing,M,15,Non_Fatal,N,Afternoon,"Tiger shark, 6' "
Oregon,Surfing,M,19,Non_Fatal,N,Afternoon,"White shark, 4.5 m "
Florida,Skindiving,M,17,Non_Fatal,N,Evening,12' to 14' shark
California,Scuba diving & spearfishing,M,27,Non_Fatal,N,Afternoon,White shark
KwaZulu-Natal,Standing,M,33,Non_Fatal,N,Morning,Juvenile dusky shark
Eastern Cape Province,Surfing,M,19,Non_Fatal,N,Afternoon,"White shark, 2.4 m [8']"
Florida,Floating on a small orange raft ,M,20,Non_Fatal,N,Afternoon,1.5 m [5'] shark
California,Free diving for abalone,M,44,Non_Fatal,N,Afternoon,White shark
Tasmania,Scuba diving for abalone,M,37,FATAL,Y,Afternoon,White shark
California,Scuba diving for abalone (at surface),M,23,Non_Fatal,N,Afternoon,"White shark, 5.8 m [19'] "
California,Hookah diving for abalone,M,34,Non_Fatal,N,Afternoon,"White shark, 5m to 6m"
Florida,Swimming,F,14,Non_Fatal,N,Morning,1.2 m [4'] shark
South Carolina,Swimming ,M,18,Non_Fatal,N,Afternoon,4' shark
KwaZulu-Natal,Surfing,M,16,Non_Fatal,N,Morning,1.5 m [5'] shark
South Australia,Swimming underwater from crayfish cage to a fishing bait,M,12,FATAL,Y,Evening,"White shark, 3 m [10'] "
California,Surfing,M,17,Non_Fatal,N,Morning,"White shark, 5.5 m to 6 m [18' to 20'] "
California,Hookah diving for abalone,M,29,Non_Fatal,N,Afternoon,"White shark, 4 m to 5 m "
Red Sea,Swimming,F,20,Non_Fatal,N,Evening,"Shortfin mako shark, 2.3 m [7.5'] "
California,Scuba diving (but on surface),M,41,Non_Fatal,N,Evening,"White shark, 5 m to 6 m [16.5 to 20'] "
California,Scuba diving (but on surface),M,48,Non_Fatal,N,Evening,"White shark, 5 m to 6 m [16.5 to 20'] "
Oregon,Surfing,M,24,Non_Fatal,N,Morning,"White shark, 4.5 m "
California,Free diving (but on surface),M,45,Non_Fatal,N,Morning,"White shark, 5 m [16.5']"
Western Cape Province,Spearfishing,M,22,Non_Fatal,N,Evening,"Raggedtooth shark, 1.5 m [5'] "
KwaZulu-Natal,Surfing,M,17,Non_Fatal,N,Afternoon,Juvenile dusky shark
KwaZulu-Natal,Surfing,M,21,Non_Fatal,N,Afternoon,1.8 m [6'] shark
KwaZulu-Natal,Swimming,M,33,Non_Fatal,N,Afternoon,2 m to 2.5 m [6.75'  to 8.25'] shark
Grand Bahama Island,"Free diving, Spearfishing",M,11,Non_Fatal,N,Afternoon,7' to 8' bull shark
Baja California,"Free diving, Spearfishing",M,37,FATAL,Y,Afternoon,White shark
KwaZulu-Natal,Spearfishing,M,26,Non_Fatal,N,Morning,"2 m shark, possibly a dusky or blacktip shark"
Gaza,Swimming,M,25,Non_Fatal,N,Afternoon,2 m to 3 m shark
Florida,Surfing,M,22,Non_Fatal,N,Morning,4.5' shark
California,Free diving for abalone,M,32,Non_Fatal,N,Afternoon,"White shark, 4.4 m to 5 m [14.5' to 16.5'] "
Victoria,Surfing,M,18,Non_Fatal,N,Morning,7' shark
KwaZulu-Natal,Sitting in shallows,F,30,Non_Fatal,N,Evening,Zambesi shark
Gaza,Standing,M,24,Non_Fatal,N,Afternoon,"White shark, 2.5 m [8.25'] "
Western Cape Province,Swimming,F,16,Non_Fatal,N,Afternoon,"White shark, 3 m [10']rk"
Florida,Surfing,M,18,Non_Fatal,N,Afternoon,5' to 6' shark
KwaZulu-Natal,Swimming,M,25,Non_Fatal,N,Evening,1.5 m to 2 m shark
California,Scuba diving,M,30,Non_Fatal,N,Afternoon,"White shark, 5 m to 6 m [16.5' to 20']  "
Istria County,Swimming,M,34,FATAL,Y,Morning,White shark
New South Wales,Scuba diving & feeding fish,M,26,Non_Fatal,N,Afternoon,"Grey nurse shark, 11'"
Western Cape Province,Surfing,M,21,Non_Fatal,N,Afternoon,"White shark, 3 m [10'], species identity confirmed by witnesses & tooth pattern in leg & board "
Western Cape Province,Swimming,M,46,FATAL,Y,Morning,White shark according to tooth pattern and witnesses
South Island,Surfing,M,16,Non_Fatal,N,Morning,"White shark, 4.6 m [15'] "
Eastern Caroline Islands,Diving,M,43,Non_Fatal,N,Morning,1.8 to 2 m C. albimarginatus
KwaZulu-Natal,Scuba Diving,M,25,Non_Fatal,N,Afternoon,"Raggedtooth shark, 2 m [6'9""], 5-year-old, captive female "
California,Free diving for abalone,M,53,Non_Fatal,N,Morning,"White shark, 4.3 m 4.9 m [14' to 16'] "
Florida,Body surfing,M,13,Non_Fatal,N,Afternoon,4' shark
Florida,Diving,M,23,Non_Fatal,N,Morning,Nurse shark
Hawaii,Surfing,M,16,Non_Fatal,N,Evening,"White shark, identified by tooth fragments in surfboard"
Tasmania,Fishing,M,49,Non_Fatal,N,Morning,7-gill shark
New South Wales,Feeding mullet to sharks,M,27,Non_Fatal,N,Morning,"Grey nurse shark, 10' "
South Island,Surfing,M,17,Non_Fatal,N,Evening,White shark
South Island,Spearfishing,M,24,FATAL,Y,Morning,"White shark, 4.3 m [14'], (tooth fragment recovered)"
Magdalena Department,Dynamite fishing,M,18,Non_Fatal,N,Morning,2 m shark
California,Free diving,M,25,Non_Fatal,N,Morning,"White shark, 4 m [13'] "
South Carolina,Spearfishing using Scuba,M,33,Non_Fatal,N,Afternoon,4m [13'] shark
KwaZulu-Natal,Wading & pushing dinghy toward  the shallows,M,35,Non_Fatal,N,Afternoon,1.5 m to 1.8m [5' to 6'] shark
South Australia,Spearfishing,M,26,Non_Fatal,N,Evening,"Bronze whaler shark, 3 m [10'] "
Western Cape Province,Surfing,M,22,Non_Fatal,N,Afternoon,1.5 m to 1.8 m [5' to 6'] shark
Florida,Standing on sandbar,M,19,Non_Fatal,N,Afternoon,small blacktip shark
California,Pulling shark from the water,M,24,Non_Fatal,N,Afternoon,5' blue shark
Western Australia,"Spearfishing, dived to pick up a float line",M,23,FATAL,Y,Morning,White shark
Florida,Spearfishing,M,15,Non_Fatal,N,Afternoon,"Nurse shark, 106 cm, 28-lb, male "
Out Islands,Photographing sharks underwater using Scuba,M,41,Non_Fatal,N,Afternoon,1.5 m to 1.8 m [5' to 6'] sandbar shark
Florida,Spearfishing,M,26,Non_Fatal,N,Evening,"Nurse shark, 1 m "
KwaZulu-Natal,Spearfishing,M,32,Non_Fatal,N,Morning,"White shark, 3 m [10'] "
Victoria,Spearfishing,M,36,Non_Fatal,N,Afternoon,Grey nurse shark
South Island,Lifesaving drill,M,21,FATAL,Y,Evening,Thought to involve a white shark
New Ireland Province,Swimming,F,13,FATAL,Y,Morning,3.7 m [12'] shark
New Ireland Province,Bathing,F,8,FATAL,Y,Morning,3.7 m [12'] shark
Queensland,"Free diving, carrying speargun",M,32,Non_Fatal,N,Afternoon,"Bronze whaler shark, 2.1 m [7'], a tooth was embedded in the speargun "
Western Australia,Spearfishing,M,43,Non_Fatal,N,Afternoon,"Mako shark, 1.9 m [6.5'] "
Duke of York Islands,Swimming,F,13,FATAL,Y,Afternoon,A pack of 6 sharks
Duke of York Islands,Diving into water,F,9,FATAL,Y,Afternoon,A pack of 6 sharks
Florida,Wading,M,8,Non_Fatal,N,Afternoon,Spinner or blacktip sharks
South Carolina,Killing a shark,M,34,Non_Fatal,N,Evening,4' shark
New Jersey,Clamming,M,15,Non_Fatal,N,Afternoon,"Local authorities speculated that the water was too cold for sharks, but a 2.1 m [7'], 200-lb pregnant sandbar shark was caught next day"
Florida,Fishing,M,18,Non_Fatal,N,Morning,1.2 m [4'] hammerhead shark
Texas,Swimming,M,18,Non_Fatal,N,Evening,a small shark
New South Wales,Treading water,M,13,Non_Fatal,N,Afternoon,"White shark, 2.5 m [8.25'], an immature female, previously injured"
Western Cape Province,Helping men land a shark,M,33,Non_Fatal,N,Afternoon,Copper shark
California,Free diving / spearfishing (resting on the surface),M,29,Non_Fatal,N,Morning,"White shark, 3 m [10'] "
Eastern Cape Province,Standing,M,16,Non_Fatal,N,Morning,1.5 m to 1.8 m [5' to 6'] Zambesi shark
KwaZulu-Natal,Body surfing,M,15,Non_Fatal,N,Afternoon,"1.8 m to 2 m [6' to 6'9""] shark"
Florida,Swimming,M,35,Non_Fatal,N,Afternoon,Hammerhead shark
Queensland,Surfing,M,24,Non_Fatal,N,Afternoon,"Grey nurse shark, 2.4 m [8'] "
Florida,Spearfishing,M,28,Non_Fatal,N,Morning,"White shark, 10' to 12' "
Western Caroline Islands,Walking on reef,M,8,Non_Fatal,N,Afternoon,"Tiger shark, tooth fragment recovered"
Florida,Paddling on surfboard,M,17,Non_Fatal,N,Morning,Blacktip or spinner shark
Florida,Free diving,M,16,Non_Fatal,N,Afternoon,Mako shark
KwaZulu-Natal,Treading water,M,25,Non_Fatal,N,Afternoon,"1.8 m [6'], 136-kg [300-lb] shark "
Massachusetts,Scuba diving,M,18,Non_Fatal,N,Afternoon,1.2 m [4'] shark
KwaZulu-Natal,Paddling rescue ski,M,22,Non_Fatal,N,Afternoon,"White shark, 3.7 m [12'] "
Eastern Cape Province,Swimming,M,19,Non_Fatal,N,Evening,Raggedtooth shark 
Bougainville (North Solomons),"Canoe swamped, swimming back to canoe",M,28,Non_Fatal,N,Evening,2.1 m [7'] shark
Victoria ,Free diving with seals,M,25,Non_Fatal,N,Afternoon,"White shark, 2.4 m [8'] "
Western Australia,"Surfing, but swimming to his board",M,19,Non_Fatal,N,Morning,"Grey nurse shark, 1.8 m [6']"
Northern Taiwan,Swimming,M,20,Non_Fatal,N,Afternoon,1.8 m [6'] shark
Guerrero,Floating on his back in an inner tube,M,19,Non_Fatal,N,Afternoon,1.8 to 2.4 m [6' to 8'] shark
Florida,Spearfishing using scuba,M,28,Non_Fatal,N,Afternoon,Hammerhead shark
Vita Levu,Spearfishing,M,35,FATAL,Y,Morning,Tiger shark
Florida,Skin diving ,M,38,Non_Fatal,N,Afternoon,1.7 m [5.5'] shark
North Island,Spearfishing,M,26,Non_Fatal,N,Evening,"White shark, 3 m [10'] "
Western Cape Province,Body boarding,M,25,Non_Fatal,N,Morning,"White shark, 1.5 m [5'] k"
South Island,Swimming,M,19,FATAL,Y,Morning,"White shark, 3 m to 3.7 m [10' to 12'] "
California,Spearfishing / Scuba diving (at surface),M,21,Non_Fatal,N,Afternoon,White shark (tooth fragment recovered)
KwaZulu-Natal,Standing,F,20,Non_Fatal,N,Afternoon,"Zambesi shark, 1.8 m [6'] "
KwaZulu-Natal,Swimming ,M,24,Non_Fatal,N,Afternoon,1.8 m [6']  shark
KwaZulu-Natal,Helping friend land hooked shark,M,13,Non_Fatal,N,Evening,"Dusky shark, 1 m "
KwaZulu-Natal,Splashing in surf,M,15,FATAL,Y,Afternoon,300- to 400-lb Zambesi shark
South Australia,Spearfishing,M,23,Non_Fatal,N,Afternoon,White shark
South Island,Treading water while alongside capsized yacht,M,20,Non_Fatal,N,Afternoon,Possibly a broadnose 7-gill shark
Gulf Province,Fishing / standing in waist deep water,F,18,Non_Fatal,N,Afternoon,Tiger shark
 Lau Province,Fishing,F,21,Non_Fatal,N,Morning,>1.2 m [4'] tiger shark
Western Caroline Islands,Fishing,M,35,Non_Fatal,N,Morning,Dooley believed his Injury was caused by stingray (Dasyatidae family)
Florida,"Surf fishing, wading ",M,28,Non_Fatal,N,Evening,500-lb shark
Ysabel Island,Spearing fish,M,30,FATAL,Y,Afternoon,5.5 m [18'] shark
New South Wales,Surfing,M,18,Non_Fatal,N,Morning,1.5 m [5'] shark
Florida,"Spearfishing, pulled sharkâ€™s tail",M,16,Non_Fatal,N,Afternoon,"Nurse shark, 1.2 m [4'] "
Eastern Caroline Islands,Spearfishing,M,26,Non_Fatal,N,Morning,Tiger shark
Thessaly,Swimming,F,42,FATAL,Y,Afternoon,"White shark, 3 m "
Central Province,Fishing,M,30,Non_Fatal,N,Morning,1.8 m [6'] shark
US Virgin Islands,Swimming,M,25,FATAL,Y,Afternoon,"Hand found in gut of 2.9 m to 3.3 m [9'7"" to 10'11""] Galapagos shark, C. galapagensis"
Hawaii,Surfing ,M,15,Non_Fatal,N,Afternoon,3.7 to 4.5 m [12' to 15'] shark seen in vicinity
New South Wales,Spearfishing,M,18,Non_Fatal,N,Afternoon,"Bronze whaler shark, 3 m [10'] "
Lomaiviti  Island Group,Spearfishing,M,28,Non_Fatal,N,Morning,"White shark, 2.1 m [7'] "
New South Wales,Wading,F,32,FATAL,Y,Afternoon,"Tooth fragments of â€œwhalerâ€ shark were recovered, a bull shark, according to Edwards"
KwaZulu-Natal,"Free diving, hunting crayfish",M,27,Non_Fatal,N,Afternoon,1 m shark
KwaZulu-Natal,Spearfishing,M,24,Non_Fatal,N,Afternoon,"Zambesi shark, 2 m [6'9""] "
South Australia,Spearfishing,M,16,FATAL,Y,Afternoon,"White shark, 4.3 m [14'] (or bronze whaler)"
California,Spearfishing / Scuba diving (at surface),M,24,Non_Fatal,N,Afternoon,"White shark, 4.3 m to 4.9m [14' to 16']"
Veracruz,Wading,M,32,FATAL,Y,Morning,2.7 m [9'] shark
Grand Turk Island,Spearfishing,M,24,Non_Fatal,N,Afternoon," Blacktip shark, C. maculipinnis. 1.9 m to 2.1 m [6.5' to 7'] "
Tyrrhenian Sea,Spearfishing with Scuba gear,M,28,FATAL,Y,Morning,White shark
Northern District,Fishing,M,49,Non_Fatal,N,Afternoon,"""A long thin brown-colored shark"""
California,Diving for abalone,M,39,Non_Fatal,N,Morning,"Horn shar,k Heterodontus francisci, 1.2 m [4'] "
Texas,Surf fishing in waist-deep water,M,40,FATAL,Y,Afternoon,Unknown
New Jersey,Standing,M,24,Non_Fatal,N,Afternoon,1.8 m [6'] shark
California,Fishing for albacore,M,19,Non_Fatal,N,Afternoon,Blue shark
Florida,Rolled off raft,M,11,Non_Fatal,N,Morning,1.8 m [6'] shark
California,"Scuba diving, attempting to catch a captive shark",M,55,Non_Fatal,N,Afternoon," Sevengill  shark, 1.2 m [4'] "
KwaZulu-Natal,Wading,M,13,Non_Fatal,N,Morning,"Zambesi shark, 1.2 m [4'] "
Madang,Swimming,M,10,FATAL,Y,Evening,Possibly a bronze whaler shark
KwaZulu-Natal,Treading water,M,13,FATAL,Y,Afternoon,"White shark, 3 m "
Queensland,Swimming,M,35,Non_Fatal,N,Afternoon,60 cm  shark 
South Island,Splashing ,M,18,Non_Fatal,N,Afternoon,1.5 m [5'] shark
California,Spearfishing / Scuba diving (at surface),M,29,Non_Fatal,N,Morning,"White shark, 4 m [13'] "
New South Wales,Surfing,M,19,Non_Fatal,N,Afternoon,"Bronze whaler shark, 2.1 m [7'] shark"
"10ÂºS, 142ÂºE",Spearfishing,M,24,Non_Fatal,N,Afternoon,White shark
South Island,Surf fishing,F,54,Non_Fatal,N,Evening,"36""  shark"
Kwajalein Atoll,Fishing with hand net in 2' of water,M,57,Non_Fatal,N,Afternoon,1.8 m [6'] shark
Queensland,Standing,F,18,FATAL,Y,Afternoon,3 m [10'] shark
Queensland,Standing,M,24,Non_Fatal,N,Afternoon,3 m [10'] shark
KwaZulu-Natal,Treading water,M,18,Non_Fatal,N,Afternoon,Zambesi shark
